id,ra,dec,mag
172,98.4177753,-61.8344006,11.838
173,51.1400247,45.4298508,16.102
174,126.6165406,68.7288798,15.965
175,40.0403769,17.6720195,16.362
176,1.4240288,-6.7380581,17.823
177,308.0490963,-10.7555942,14.979
178,86.5657314,40.3795315,12.707
179,62.4056680,-24.4918637,15.655
180,6.5013943,-30.2991718,17.558
181,197.1364302,4.4672958,17.176
182,347.4588629,16.8269796,10.364
183,83.6519454,62.1762097,9.417
184,17.1693608,55.2385604,10.061
185,72.1238501,12.4232553,10.022
186,187.0022062,-14.1584698,11.547
187,90.5729581,23.4418510,10.366
188,303.7850790,-46.3052967,14.062
189,345.4757502,27.4471739,17.772
190,205.3117473,-11.3134134,10.207
191,226.8850811,-23.3977526,10.659
192,158.3214386,24.0005246,16.384
193,147.7235840,-41.3969269,11.045
194,263.7922801,14.0449313,15.636
195,77.6146114,57.4171778,11.861
196,27.6381834,29.4210937,9.026
197,251.1896001,6.7265494,9.249
198,200.7596253,-22.1601226,8.474
199,329.9185486,63.4845797,10.737
200,199.0292473,79.1053954,15.582
201,26.1994655,-41.3236387,15.461
202,187.8768013,-46.5770795,16.417
203,298.5661863,21.3744220,9.230
204,66.9120135,29.4218042,10.673
205,54.8810759,36.0863095,11.913
206,251.4259207,-43.1776251,11.058
207,53.1236874,-32.4660122,10.402
208,254.8337249,3.4291115,9.743
209,81.4300242,-11.4953783,15.173
210,42.7055411,21.4569296,11.244
211,62.7187234,-43.9739664,14.267
212,172.1982835,24.2483411,16.133
213,23.9426122,21.4566485,14.494
214,317.5873794,27.6644123,13.272
215,161.2638485,-35.8759890,16.385
216,297.1721029,-50.2896214,16.757
217,348.8748840,-16.7567771,10.125
218,146.4572772,28.4884158,16.907
219,345.8007581,-28.8133494,12.344
220,193.2733303,-21.8331598,16.481
221,325.8091382,20.8576895,9.576
222,61.3849916,-6.4118542,12.154
223,172.6989590,35.0432423,11.466
224,30.4714084,-47.4525324,16.138
225,0.1110612,-26.0249676,15.979
226,239.1957876,-22.3807257,8.486
227,294.0260111,17.5781169,17.522
228,99.0336179,-31.8059104,18.225
229,293.7099943,-28.4053263,16.414
230,106.2252609,15.0523402,16.495
231,352.5445141,19.6962939,16.098
232,149.9946040,0.6899865,14.976
233,334.3040426,-29.7730929,9.055
234,48.1707580,60.4155860,13.395
235,262.3797479,61.5287590,14.974
236,25.4327942,27.8182876,17.960
237,14.8244920,17.0893654,13.738
238,128.2145607,1.9625144,16.739
239,262.3431351,-86.8242831,9.816
240,77.9772570,-18.7975846,14.451
241,27.7900685,-60.5363743,13.721
242,250.2560687,21.2646511,14.516
243,116.7582960,31.1221515,15.905
244,153.3194431,60.6579052,11.608
245,344.1048363,53.0844857,13.192
246,148.7599541,-3.6426215,13.184
247,264.9771921,38.1676908,17.914
248,25.4785815,34.6887115,18.171
249,270.5363082,-60.9959118,17.257
250,146.3234754,10.5280968,10.406
251,89.7203607,-42.9800280,14.822
252,54.0310595,10.8369306,11.856
253,317.7124394,-4.0513084,18.097
254,264.5571948,-18.6426367,13.282
255,112.1073174,-17.9729538,14.347
256,225.2235474,-1.0063502,10.395
257,86.7311403,24.9673064,10.055
258,209.2964503,45.1263126,14.972
259,235.4841181,0.2678333,16.163
260,266.4163839,-44.4135763,13.872
261,332.8634210,-21.0773851,13.953
262,122.7320938,-16.6108547,16.119
263,17.4258709,-28.7071990,8.677
264,4.4367545,-38.6529403,16.250
265,78.9278833,75.6422721,10.415
266,144.5326844,-24.5439885,15.251
267,24.2336152,3.5572040,12.849
268,6.6062316,37.3676677,16.466
269,135.3589428,28.5429692,13.590
270,342.2715512,47.3035464,8.380
271,65.6571864,24.7554572,14.631
272,163.1821560,70.1171838,9.684
273,63.9737808,-7.6250803,11.802
274,254.4684280,-40.9054799,14.064
275,250.1680916,-10.8188232,10.053
276,348.2566078,23.4072672,8.876
277,190.9027873,-63.3385228,10.586
278,235.0525945,-69.5302190,15.664
279,125.9704109,15.1708314,10.435
280,133.6890083,73.9790400,9.949
281,176.3152076,-57.0600920,13.081
282,127.0528168,25.7847806,15.549
283,232.9369706,-20.5529469,13.634
284,321.3485493,-50.7848684,14.518
285,337.9871303,76.3854922,17.222
286,286.2128874,-55.1915085,8.207
287,162.6445139,53.2346423,17.236
288,70.0094643,21.2177562,8.790
289,252.8235883,-34.8456319,13.254
290,147.2983248,-16.5304396,17.540
291,282.0006213,24.2138853,10.314
292,110.6589906,-6.2992026,15.015
293,90.2044968,-18.8740589,15.380
294,259.8463986,-61.9704370,9.331
295,213.6226004,77.6384037,10.918
296,116.8876583,-6.4876527,8.439
297,225.0184949,35.0803003,17.424
298,81.1120805,-41.1425581,17.573
299,63.7620596,-15.2623335,10.821
300,232.3668190,-25.7817159,12.319
301,165.2966929,-20.5730489,15.723
302,285.2404189,14.8453129,17.798
303,36.6446967,-1.4549507,8.561
304,315.4834964,38.0325779,11.695
305,272.4364227,15.3449193,13.513
306,244.0670456,62.6619152,9.701
307,279.4047524,25.0514275,17.524
308,120.7893054,15.9919596,16.702
309,51.8746705,20.0396193,14.268
310,151.9774759,33.7786441,16.643
311,239.5015886,56.2648239,16.159
312,34.8945736,6.4097055,8.366
313,76.3748698,-76.6572873,17.290
314,304.9174988,-0.3347325,17.687
315,180.2248200,-35.0280656,8.979
316,63.1688303,63.5315855,12.445
317,111.7838989,-23.4261910,14.816
318,39.1941499,22.5248178,13.817
319,294.8624105,15.6135026,14.477
320,96.3006640,-24.8283165,16.147
321,104.9954035,-3.5108217,10.340
322,159.4398825,-2.7115792,15.933
323,161.2534084,34.0804479,14.709
324,265.7586091,34.1476685,16.007
325,30.6452899,41.0402044,14.629
326,50.8154255,64.6053573,15.400
327,223.7240495,74.8887649,10.751
328,148.5323085,-55.0981543,16.661
329,80.8654234,51.2960087,11.505
330,143.3284925,57.0655140,8.916
331,119.3415397,-39.9492750,15.020
332,221.2280291,-10.8753822,12.659
333,29.6551646,71.0191407,10.851
334,243.9952144,-23.9007634,10.840
335,68.1182080,59.0571188,9.575
336,8.8689609,-4.1765450,17.655
337,331.1102068,25.6200116,12.100
338,282.3556292,-24.1631675,8.849
339,202.6997416,-47.9208974,8.906
340,87.3683288,-13.1613244,16.199
341,80.1668109,15.7564988,8.450
342,223.3610303,-16.8038744,10.250
343,191.6704465,24.7834675,17.437
344,70.6495917,-17.6878538,10.447
345,44.6210400,64.0527830,15.420
346,158.2867035,31.3754478,16.559
347,285.6350856,-57.7186228,9.974
348,154.9962828,18.0600007,13.419
349,0.7309229,-28.1062422,9.041
350,46.8364985,-85.9667213,13.242
351,260.9736060,6.7184699,17.326
352,350.1007932,39.1179423,10.488
353,231.9214692,-20.7158555,13.478
354,132.9436212,8.6353249,15.185
355,87.5879003,22.1626976,11.154
356,233.3437992,-83.3710189,15.117
357,356.0606146,-50.9821481,16.281
358,330.5319660,22.9286261,17.966
359,122.5398272,-62.1351665,11.490
360,294.5337174,-39.1127846,9.359
361,331.5353962,75.8168230,12.766
362,321.6454097,-5.5732938,15.126
363,336.0899219,-84.8771509,14.409
364,239.8782371,-38.1074086,9.454
365,278.9519020,-49.0719391,17.529
366,161.4399166,26.5152579,14.003
367,120.8563395,-3.2618219,17.550
368,301.4412138,-9.9357354,11.815
369,17.2378004,43.3570381,14.604
370,13.5637694,80.2114685,12.939
371,35.5957499,29.1124651,10.312
372,126.8247468,-32.1867829,9.917
373,232.0531318,3.8134615,16.166
374,197.4382762,-4.3218482,16.383
375,117.5771955,78.1541786,12.793
376,185.7803669,-18.7787919,15.823
377,248.4092603,37.0443349,11.368
378,153.5537069,2.4628561,14.030
379,71.2353660,-5.4558875,17.008
380,40.8071430,8.5884180,11.187
381,57.1089607,-17.6895159,11.797
382,310.1673275,-6.9347750,15.806
383,114.5445566,-15.7104763,14.062
384,189.3421661,-18.7707343,10.329
385,250.6517066,-17.4941632,12.362
386,20.4767445,39.4613657,11.856
387,215.0512019,19.0553841,12.503
388,335.6776233,-39.0004628,11.934
389,342.2534055,-55.2684045,11.593
390,204.4224771,-4.4211471,10.620
391,105.0594817,45.5027789,9.635
392,322.2616781,-9.5487455,10.297
393,32.8948070,-50.4297303,11.087
394,107.0736233,-48.7494172,16.230
395,76.2815176,29.8271868,15.606
396,116.5994623,-16.4272823,12.606
397,264.2309603,47.9887568,13.392
398,328.1641103,24.0041796,12.060
399,266.6102108,-31.3096642,17.529
400,308.8822701,-68.6550535,12.651
401,112.8754586,-58.2779149,16.620
402,163.3763455,49.2604292,9.431
403,269.3913582,-14.8675668,15.138
404,96.1548317,-27.1243151,15.225
405,19.4424816,12.6278206,9.451
406,75.0288948,19.7233605,17.679
407,243.0032860,18.9335263,11.582
408,60.1985470,25.2715847,17.865
409,259.9941717,37.2629739,13.810
410,186.5871218,-28.9262112,8.843
411,240.0803187,-6.8920740,8.966
412,303.6189073,69.7453902,13.112
413,12.3081428,-24.1050946,10.083
414,137.4436033,-53.5837654,16.918
415,285.2724783,1.5339207,16.975
416,243.8097826,14.4332620,16.018
417,263.1101901,4.8649695,15.151
418,109.1764746,14.3674705,16.512
419,238.5883882,-38.3165420,15.709
420,310.0284713,28.6362252,14.529
421,102.1512588,-28.2388770,17.965
422,33.7708535,16.7714853,15.182
423,231.2354524,36.7783061,16.942
424,157.7752831,9.3168194,14.346
425,147.9208931,-70.5919195,10.510
426,115.2873047,-16.1747503,13.672
427,127.2377739,-1.3465941,12.996
428,172.7707537,49.1671774,12.279
429,338.0145323,68.4074624,14.383
430,320.5269306,39.8667451,11.810
431,194.0234154,-13.0860827,9.821
432,192.1386982,54.7074986,8.621
433,264.8916282,-53.4673362,8.260
434,272.1413823,-64.5775587,13.863
435,79.9623298,-7.6251333,13.461
436,112.1653911,14.8346270,16.027
437,217.3704871,-19.3367314,13.691
438,103.0808309,-23.2637693,17.325
439,104.0953558,-67.3216138,17.576
440,191.2712872,-19.8658934,18.075
441,180.8385543,12.1804413,16.187
442,113.9101106,24.4176185,17.590
443,185.4380971,19.7635055,15.738
444,16.2432015,11.6101458,16.206
445,168.9013827,61.5746908,9.186
446,153.1250288,-15.8522301,17.666
447,173.4641166,-14.0466235,10.289
448,151.2860349,-28.3015305,13.564
449,101.4745908,-43.4650477,13.110
450,26.0589471,-12.8052226,17.450
451,50.8547648,-20.0561617,17.662
452,248.9643832,33.8454100,11.834
453,305.1514575,37.5743522,16.113
454,310.0807386,0.1224004,11.985
455,193.4927188,49.8014838,14.673
456,328.0341135,4.1675234,16.140
457,312.2250387,-3.6297983,16.612
458,320.2862342,75.2089435,13.808
459,66.1662310,11.9439616,9.210
460,37.2268416,-69.4402330,14.827
461,338.3451113,13.7042944,17.052
462,167.1305023,43.2531361,16.486
463,197.8811343,-84.3540505,15.106
464,329.3584075,-34.3833853,13.423
465,289.4691774,-5.3766774,16.867
466,29.6082685,65.4445274,11.771
467,123.4051197,-14.0567151,9.205
468,233.9357910,-62.0538547,13.894
469,58.6951362,45.5959444,16.410
470,74.3315268,-28.9904568,18.211
471,269.4039713,11.8318171,13.173
472,134.0730953,4.3654343,17.820
473,153.0191941,11.0755811,17.765
474,174.0473553,-58.2191655,14.347
475,284.5335467,-31.5494647,8.898
476,344.9042707,-22.8977108,10.243
477,47.0859449,7.3325474,9.850
478,75.8700058,-1.3704243,14.317
479,126.6552959,-29.8674360,8.503
480,338.1145707,-14.4458542,8.596
481,6.4204943,10.0266514,16.236
482,304.5663256,37.2649336,13.524
483,177.9067921,9.0849695,12.720
484,53.1147759,2.4172175,8.731
485,83.4758501,44.9363284,15.607
486,193.3907983,10.2142740,12.815
487,91.0718215,81.5289112,8.940
488,335.2001564,-27.2683093,11.083
489,256.1358711,-17.1729576,11.274
490,85.8441559,21.1583946,15.239
491,175.7531303,-14.7539362,10.302
492,61.8542604,53.8729415,11.672
493,116.5510737,-21.0869997,13.287
494,103.2746972,0.3015717,8.823
495,294.1823969,10.3103852,12.452
496,103.9995097,66.9656648,18.019
497,273.1063528,-3.1580874,14.211
498,344.9472879,10.1338186,15.693
499,102.5444359,64.1075305,11.187
500,190.7695269,-38.7392000,8.661
501,37.3294653,-42.6787115,9.690
502,267.0349654,-8.2108759,12.683
503,335.1662281,-83.7841763,15.110
504,164.9061914,-33.9335457,10.844
505,343.5045312,-64.0926903,16.597
506,44.9877313,-51.5812878,18.100
507,36.5829829,61.8543134,8.856
508,283.5878553,-10.7120213,15.717
509,212.0590246,27.5111683,12.315
510,57.2907594,-33.5685147,16.661
511,187.5160652,-39.2140372,8.559
512,213.5949986,-33.0280425,16.444
513,94.3577514,8.4303525,16.277
514,314.1708162,-2.4765732,15.886
515,144.4134520,37.0995921,18.217
516,228.9440670,-66.6235096,10.006
517,223.9262458,-56.8301778,15.435
518,61.5872756,81.8815017,16.403
519,123.8797856,-34.1560529,11.921
520,137.0673530,79.9933313,16.658
521,234.8706018,7.1414422,17.916
522,30.8780216,-76.8441379,12.787
523,343.5659944,-16.2664792,15.008
524,325.6818338,-64.1326644,14.823
525,226.0691332,-48.1245246,8.509
526,296.7241013,-18.8407064,17.277
527,266.2357092,16.4776363,12.110
528,113.1094965,39.9588069,12.161
529,189.1094816,1.0124499,13.470
530,320.6054763,-7.2348386,17.909
531,64.8306182,-20.1091565,15.074
532,166.9812097,-9.5429360,9.104
533,121.7870353,23.6602503,15.240
534,358.7802031,-14.3755714,12.293
535,208.0456845,53.8020547,16.672
536,40.9229179,16.4767859,14.736
537,344.7722671,-32.3435055,16.508
538,278.6520997,77.3754498,9.500
539,10.6709269,57.4530927,17.971
540,286.1478682,-60.4251656,10.716
541,228.5738241,-28.5159044,12.800
542,259.3585075,-13.5144684,9.046
543,274.5229298,-20.3634571,15.288
544,9.3480934,52.9859919,15.190
545,21.8492531,-1.1537352,16.593
546,188.1824294,7.1295861,11.954
547,309.2557622,77.6557253,14.103
548,60.2286611,9.7337155,11.547
549,62.5153374,-15.3230658,16.778
550,87.0661972,27.4160689,12.247
551,282.0386853,-14.2160901,13.552
552,52.6274055,-1.1138739,15.805
553,77.5428652,60.7343443,16.313
554,193.7549458,-64.5061772,15.487
555,27.9566725,44.4463911,12.837
556,34.1906140,39.0505016,14.018
557,148.0051771,-55.2831490,15.901
558,71.4445148,16.1798644,15.628
559,209.5316925,73.3326976,12.236
560,241.5355817,-22.4350982,15.574
561,287.7188120,43.6309001,8.633
562,327.0227090,76.4009242,12.658
563,313.0941426,-34.1675390,12.569
564,198.3337678,-80.2693187,15.536
565,321.9065207,27.9891564,15.589
566,33.1638707,19.1775909,12.970
567,263.4704436,-43.1630469,15.532
568,340.0739219,17.8018539,12.659
569,252.1421467,-35.5303078,11.887
570,191.4586491,6.7430730,9.768
571,250.7359225,29.2062296,9.069
572,235.2723337,30.2148261,14.494
573,161.4635669,10.1158819,17.040
574,9.2650257,-53.8405895,10.257
575,16.4489038,27.3912194,8.417
576,345.0185018,-5.1511011,11.699
577,165.6411265,-64.2103916,17.828
578,222.3980626,-44.7637795,11.486
579,146.3113225,-24.0921134,16.486
580,296.9118233,16.2675716,12.242
581,224.4250410,50.9564332,8.882
582,335.3619301,11.4888842,15.444
583,32.3332185,-18.8960734,14.531
584,325.6678995,28.8761560,10.654
585,249.7315521,-18.1621789,12.013
586,150.6084595,-52.8305320,17.895
587,255.7158510,73.8584748,16.432
588,59.6748229,-27.4035221,14.148
589,298.0783401,-36.4989225,9.203
590,280.0685928,-29.3459002,15.748
591,359.0749114,75.3016911,14.537
592,14.4732234,-16.1241485,13.765
593,353.5943733,3.9953175,9.893
594,329.4851520,39.9917890,10.233
595,225.4247905,59.5267259,16.626
596,157.7636618,-39.9729108,16.043
597,260.2778119,-16.7148021,15.566
598,158.7110579,61.1764900,11.291
599,13.6660474,-54.9363530,13.840
600,321.4368367,28.9205394,11.024
601,300.6424138,28.9152545,16.896
602,325.4950840,10.1716895,11.377
603,334.8624474,-2.1735298,15.555
604,70.4613151,-26.8259326,16.147
605,117.0381142,-47.1226346,13.734
606,98.6315070,-55.7752859,16.207
607,338.7253450,-25.0646213,11.204
608,272.6806816,-62.8626509,11.783
609,276.1782373,-3.1274222,11.880
610,42.0094522,30.7211357,8.257
611,69.9342172,-28.1637003,17.225
612,142.9628744,-1.5412032,9.767
613,157.1989575,19.1685212,17.890
614,310.8982776,50.9654043,15.422
615,5.3983075,2.7801290,11.130
616,275.8007848,11.7082795,8.956
617,315.9280815,5.1830564,17.382
618,320.7966919,35.2459268,11.355
619,84.3015245,-32.9365273,10.578
620,253.2598178,39.9770707,15.479
621,265.8645195,-14.1021157,10.067
622,164.4972460,4.3174451,11.378
623,268.7130194,-54.2449206,13.112
624,118.6769999,8.8221651,12.903
625,31.4869541,10.8188626,16.579
626,172.9493789,-28.1847554,16.397
627,331.9106695,20.1311345,11.253
628,297.2653973,17.5446207,16.105
629,322.0034991,63.7971450,10.383
630,18.3060878,-23.4909066,11.873
631,170.4344793,-0.7616607,11.982
632,22.2681772,18.5208850,9.855
633,286.7904113,-1.2677048,17.096
634,121.0522569,19.7497609,12.982
635,197.3126859,-49.1723862,14.096
636,312.2983965,-55.8776878,15.297
637,151.5112093,37.5032043,10.687
638,137.9948710,30.3204929,8.827
639,55.6025068,-10.2674191,18.022
640,174.5874249,-4.0449388,16.512
641,44.6839449,12.6005262,13.647
642,107.1877497,15.4015046,17.119
643,163.2234214,-3.6958293,8.345
644,95.4782398,18.6108764,10.033
645,62.6218273,-46.7176329,16.899
646,37.0839076,5.5445557,11.680
647,44.7842008,-57.6950639,17.270
648,116.6576114,27.1759714,15.778
649,173.1770017,-0.7062502,15.958
650,74.4137972,-60.2181196,8.690
651,356.0156579,-46.3637001,14.543
652,220.1238194,42.3737944,16.202
653,291.7951629,38.3395657,8.261
654,246.7665668,11.6993291,10.338
655,293.8275138,-45.0635576,15.496
656,332.4211868,23.2499212,14.589
657,29.6865816,-5.1028293,11.398
658,152.8190756,-13.5104420,17.619
659,232.7424075,25.0935355,15.875
660,107.3174109,-31.5217264,9.459
661,40.1384111,-23.9082219,15.548
662,128.0519500,-46.2952645,11.399
663,132.4974094,10.9194745,12.317
664,144.1425093,-84.1680319,15.241
665,27.6202359,37.6445902,17.731
666,1.0115641,48.7048000,8.580
667,72.4887724,-17.6435522,13.809
668,206.0487740,14.0251324,17.144
669,318.2713672,9.4108528,8.054
670,323.8622012,-22.4000283,9.439
671,96.3962581,13.2043340,13.612
672,97.0457432,-53.2802863,17.836
673,328.1433091,23.8753988,17.625
674,189.5821321,-2.9726373,15.916
675,217.4862188,17.6096701,16.262
676,135.9742766,63.2780055,16.358
677,83.9696696,36.2689044,13.830
678,310.7441753,36.8111133,10.801
679,286.0007852,17.5790368,16.456
680,297.9753533,-18.6586092,12.606
681,109.5184564,-28.2756611,8.799
682,102.8550475,27.6798244,12.784
683,235.7540261,-8.3121515,9.298
684,327.7566037,19.0526939,13.801
685,217.4867669,3.4341830,11.883
686,106.7215187,1.8602400,17.195
687,121.7678568,53.5962982,10.501
688,5.9304966,-56.6903854,12.375
689,58.1707805,-8.1545576,10.298
690,342.8930079,21.3870943,9.284
691,116.9556671,8.2279112,10.336
692,25.8875215,2.8237403,15.739
693,138.1471870,-48.2203050,11.019
694,180.3523564,39.5953688,15.722
695,116.3239020,-57.6391612,15.116
696,71.0897783,6.7137256,17.284
697,178.1771779,-1.0558645,14.933
698,230.1983986,42.3173813,8.795
699,208.8837536,9.7640049,14.311
700,255.6587318,80.9705545,16.750
701,163.1005767,2.2940679,13.053
702,268.4187513,-87.2773399,17.897
703,79.7775683,3.1323069,15.759
704,136.1176768,66.6815955,15.415
705,170.3137142,16.8230066,14.532
706,291.1793215,-46.8381993,9.393
707,350.5017082,52.3513555,8.471
708,296.3861428,-58.4351832,11.288
709,118.4424398,-18.9777054,16.199
710,95.0568628,-20.0517291,16.340
711,187.4889637,72.7943063,16.809
712,130.2821104,-30.0026430,16.566
713,80.0947810,-24.0384810,15.375
714,191.9645103,4.2789080,8.113
715,212.5033760,-54.4632421,9.856
716,260.6846068,54.6318589,17.900
717,311.7452624,60.9865384,12.999
718,99.7098654,-52.1181353,13.115
719,252.2494780,57.2687460,18.107
720,80.3876507,-57.0509600,9.549
721,289.4975340,-20.2430184,11.447
722,231.1223618,-2.9681863,11.096
723,132.9932377,32.2924733,16.634
724,51.5340530,35.0537410,17.953
725,105.8066441,-32.6719914,9.031
726,69.6448427,2.4799369,15.022
727,79.5136785,-17.7917460,12.634
728,347.0327034,-27.1323915,13.946
729,7.2410179,-10.2364695,14.925
730,284.4042323,8.2831435,16.835
731,171.6942118,54.0940389,9.998
732,290.4963894,29.2106130,17.135
733,97.1741144,-17.2628365,13.917
734,107.4657902,7.3460570,11.285
735,272.9261860,2.3368609,13.209
736,267.2291217,5.8150584,17.423
737,0.8205773,22.5748465,8.586
738,78.7634649,52.3966496,12.616
739,239.2488011,38.8315628,14.698
740,276.4933667,1.7484949,11.124
741,116.4458960,-50.3067491,10.546
742,310.5225455,19.1459629,14.823
743,127.3832072,52.4403344,15.377
744,98.5783389,9.3187126,10.127
745,137.0656454,-14.2414761,15.300
746,284.1641258,17.8421433,10.267
747,199.2774620,52.1946677,10.970
748,64.7706730,36.8834171,14.713
749,285.5602190,-19.3987509,10.040
750,9.3018206,62.5697539,8.528
751,263.5429383,28.5687386,15.827
752,150.6847357,-21.4728692,16.737
753,43.3025190,49.7073546,12.541
754,25.6498917,-47.3909310,9.534
755,196.3854712,55.9605460,17.710
